fighter,gloves_color,date,Winner,avg_KD,avg_SIG_STR_pct,avg_TD_pct,avg_SUB_ATT,avg_SIG_STR_landed,avg_TOTAL_STR_att,avg_TOTAL_STR_landed,avg_TD_landed,avg_CTRL_time(seconds),total_time_fought(seconds),total_rounds_fought,total_title_bouts,current_win_streak,current_lose_streak,longest_win_streak,wins,losses,draw,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,Stance,Height_cms,Reach_cms,Weight_lbs,age
Goran Reljic,Blue,11/13/2010,Red,0.25,0.355,0.55,1.25,20.25,72.5,33.25,1.75,250.25,798.75,8,0,1,0,1,1,2,0,0,0,0,1,0,0,Southpaw,190.5,205.74,205,26
Carlos Eduardo Rocha,Blue,11/13/2010,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,170,29
Karlos Vemola,Blue,11/13/2010,Blue,0,0.38,0,1,16,47,21,0,11,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,182.88,190.5,185,25
Daniel Roberts,Blue,10/23/2010,Blue,0,0.26,0.83,1.5,6,63,33,3.5,244,510.5,4,0,0,1,1,1,1,0,0,1,0,0,0,0,Southpaw,177.8,187.96,170,30
Paulo Thiago,Blue,10/23/2010,Red,0.5625,0.35125,0.1175,1.0625,13.75,45.4375,19.125,0.75,100.5625,735.3125,12,0,1,0,2,3,2,0,0,0,1,1,1,0,Orthodox,180.34,187.96,170,29
Ryan Jensen,Blue,10/23/2010,Red,0,0.514375,0.1875,0.90625,7.15625,17.75,10.1875,0.25,37,138.59375,7,0,0,3,1,2,4,0,0,0,0,0,2,0,Orthodox,185.42,193.04,185,33
Gabriel Gonzaga,Blue,10/23/2010,Red,0.318359375,0.596582031,0.674775391,0.046875,12.06542969,24.02148438,15.88574219,0.713867188,39.40820313,186.4638672,17,1,4,0,4,7,4,0,0,0,0,5,2,0,Orthodox,187.96,193.04,242,31
Martin Kampmann,Blue,10/23/2010,Red,0.283203125,0.400761719,0.241171875,2.208984375,19.99609375,65.75976563,36.39257813,0.826171875,275.1445313,606.7871094,17,0,4,0,4,8,2,0,0,1,2,1,4,0,Orthodox,182.88,182.88,170,28
Cain Velasquez,Blue,10/23/2010,Blue,0.59375,0.5728125,0.384375,0.25,38,108.875,77.28125,2.21875,188.40625,308.25,10,0,6,0,6,6,0,0,0,0,1,5,0,0,Orthodox,185.42,195.58,240,28
Matt Hamill,Blue,10/23/2010,Blue,0.125,0.365175781,0.200214844,0,46.65820313,134.0722656,58.296875,1.171875,56.58007813,606.3339844,20,0,3,0,4,8,2,0,1,0,1,5,0,0,Orthodox,185.42,193.04,205,34
Tom Lawlor,Blue,10/23/2010,Blue,0.5,0.40375,0.085,0.625,35.75,92.875,47.25,1.125,136.5,559.375,9,0,2,0,2,2,2,0,0,0,1,0,1,0,Southpaw,182.88,187.96,205,27
Paul Taylor,Blue,10/23/2010,Red,0.09375,0.3721875,0.09375,0.59375,30.25,93.953125,56.8125,0.09375,91.78125,885.796875,19,0,1,0,1,3,4,0,0,1,1,1,0,0,Orthodox,182.88,182.88,155,30
Gilbert Yvel,Blue,10/23/2010,Red,0,0.35,0,1,18,60,36,0,48,513.5,4,0,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,187.96,195.58,225,34
Dongi Yang,Blue,10/23/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,185,25
Alexander Gustafsson,Blue,10/16/2010,Blue,0.5,0.13,0,0,3,14,3,0,15,168,2,0,1,0,1,1,1,0,0,0,0,1,0,0,Orthodox,195.58,200.66,205,23
Mike Pyle,Blue,10/16/2010,Blue,0.5,0.4225,0.04125,2,27.375,102.25,57.875,0.25,131.5,637.625,9,0,0,1,1,2,2,0,0,0,0,0,2,0,Orthodox,182.88,187.96,170,35
Carlos Condit,Blue,10/16/2010,Blue,0,0.405,0.3125,1.5,51.5,217,134.25,1,230.5,896.5,9,0,0,1,2,2,1,0,0,1,0,1,0,0,Orthodox,187.96,190.5,170,26
Mark Holst,Blue,10/16/2010,Red,0,0.12,1,3,2,19,5,1,56,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,182.88,,155,25
Claude Patrick,Blue,10/16/2010,Blue,0,0.72,0.5,2,13,30,24,1,276,408,2,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,180.34,190.5,170,30
Travis Browne,Blue,10/16/2010,Draw,1,0.43,0,1,19,55,28,0,141,272,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,198.12,200.66,255,28
Yoshihiro Akiyama,Blue,10/16/2010,Red,0,0.37,0.875,0.5,41,142,66,4,352,890,6,0,1,0,1,1,1,0,0,1,0,0,0,0,Orthodox,177.8,190.5,170,35
Vinicius Queiroz,Blue,10/16/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200.66,,220,27
Fabio Maldonado,Blue,10/16/2010,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,205,30
Curt Warburton,Blue,10/16/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,155,
Pat Audinwood,Blue,9/25/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,,155,24
Joe Doerksen,Blue,9/25/2010,Red,0.0625,0.509375,0.3178125,1.71875,26.234375,67.984375,37.265625,0.65625,101.171875,487.65625,18,0,0,1,1,2,5,0,0,0,0,0,2,0,Orthodox,182.88,190.5,185,32
Evan Dunham,Blue,9/25/2010,Red,0.25,0.3625,0.5625,0.875,28.375,106.125,48.5,2.375,331.5,758.875,10,0,4,0,4,4,0,0,0,2,0,1,1,0,Southpaw,177.8,177.8,155,28
Chris Lytle,Blue,9/25/2010,Blue,0.007873535,0.32628479,0.026885986,2.341247559,30.92192078,96.84887695,47.70814514,0.069168091,91.10281372,451.6420593,39,1,0,2,3,8,9,0,0,0,2,1,5,0,Orthodox,180.34,172.72,170,36
Ryan Bader,Blue,9/25/2010,Blue,1.125,0.4225,0.44125,0.25,32.375,111.5,58.75,2.875,280.5,719.75,10,1,4,0,4,4,0,0,0,0,2,2,0,0,Orthodox,187.96,187.96,205,27
Jeremy Stephens,Blue,9/25/2010,Red,1.0390625,0.494570313,0.38203125,0.046875,39.81640625,91.953125,49.078125,1.609375,73.55859375,693.609375,22,0,0,1,2,5,4,0,0,1,1,2,0,1,Orthodox,175.26,180.34,145,24
Mirko Filipovic,Blue,9/25/2010,Red,0.578125,0.4353125,0.09375,1.25,32.796875,124.046875,78.84375,0.09375,194.859375,723.5625,14,0,1,0,2,4,3,0,0,0,0,2,1,1,Southpaw,187.96,185.42,230,36
Joey Beltran,Blue,9/25/2010,Red,0,0.52,0,0,59.5,133.5,86,0,51.5,645.5,5,0,2,0,2,2,0,0,0,0,1,1,0,0,Orthodox,185.42,190.5,185,28
Waylon Lowe,Blue,9/25/2010,Blue,0,0.16,0.16,0,1,6,1,1,87,208,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,170.18,,145,29
Sean McCorkle,Blue,9/25/2010,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,200.66,205.74,265,34
Julio Paulino,Blue,9/25/2010,Red,0,0.27,0,0,17,76,31,0,0,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,182.88,,170,34
Rousimar Palhares,Blue,9/15/2010,Red,0,0.195,0.2825,1.5,5.4375,33.6875,22.6875,1.3125,161.6875,326.25,10,0,1,0,3,4,1,0,0,0,1,0,3,0,Orthodox,172.72,180.34,170,30
Rafael Natal,Blue,9/15/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,195.58,185,27
John Gunderson,Blue,9/15/2010,Red,0,0.275,0.75,2,16,83.5,51.5,2.5,386,900,6,0,0,1,1,1,1,0,0,0,1,0,0,0,Orthodox,175.26,175.26,155,31
David Branch,Blue,9/15/2010,Blue,0,0.51,0,0,20,60,40,0,88,755,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,185.42,198.12,185,28
Kyle Kingsbury,Blue,9/15/2010,Blue,0,0.35,0.165,0,17.5,132.5,88.5,1,234,900,6,0,0,1,1,1,1,0,0,1,0,0,0,0,Orthodox,193.04,200.66,205,28
Ross Pearson,Blue,9/15/2010,Red,0,0.4275,0.5,0,60.25,159.75,76.5,0.5,100,819.5,8,1,3,0,3,3,0,0,0,0,2,0,0,1,Orthodox,172.72,175.26,155,25
Gleison Tibau,Blue,9/15/2010,Red,0.5,0.317060547,0.816904297,0.73828125,19.24414063,87.84179688,35.65136719,4.532226563,229.6503906,548.3779297,25,0,0,1,3,7,4,0,0,0,4,1,2,0,Southpaw,177.8,180.34,155,26
Charles Oliveira,Blue,9/15/2010,Blue,0,0.75,0,2,3,4,3,0,0,41,1,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,177.8,187.96,155,20
Forrest Petz,Blue,9/15/2010,Red,0.15625,0.3228125,0.53125,0,33.75,138.375,62.15625,0.6875,99.5625,881.1875,16,0,1,0,1,2,4,0,0,0,2,0,0,0,Orthodox,175.26,180.34,170,34
David Mitchell,Blue,9/15/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,30
Gabe Ruediger,Blue,8/28/2010,Red,0,0.3,0.16,0,7,43,26,2,128,361,2,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,177.8,,155,32
Nik Lentz,Blue,8/28/2010,Blue,0,0.4425,0.415,1.75,57.5,173.5,94.25,4,344.25,900,9,0,1,0,1,2,1,0,0,0,2,0,0,0,Orthodox,172.72,172.72,145,26
Mario Miranda,Blue,8/28/2010,Red,0.5,0.53,0.5,0,29,128.5,82,1.5,240.5,418,3,0,0,1,1,1,1,0,0,0,0,1,0,0,Orthodox,190.5,187.96,185,31
BJ Penn,Blue,8/28/2010,Red,0.062545776,0.409911652,0.051651001,0.174926758,65.96194458,222.3270111,102.2179718,0.153564453,65.18862915,1352.834122,50,10,3,0,3,11,6,0,0,0,1,5,4,1,Orthodox,175.26,177.8,155,31
John Salter,Blue,8/28/2010,Red,0,0.255,0.29,0,5,53.5,17,1,80,483,4,0,0,1,1,1,1,0,0,0,0,1,0,0,Southpaw,185.42,187.96,185,25
James Toney,Blue,8/28/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,,220,42
Gray Maynard,Blue,8/28/2010,Blue,0.0234375,0.3090625,0.3259375,0.4296875,33.4296875,128.0625,51.109375,1.515625,129.9609375,888.65625,21,0,0,1,7,7,1,0,0,2,4,1,0,0,Orthodox,175.26,177.8,155,31
Marcus Davis,Blue,8/28/2010,Red,1.010253906,0.514960937,0.084384766,0.943603516,15.01953125,51.24633789,32.23413086,0.335449219,90.2199707,441.670166,25,0,0,1,6,9,4,0,0,1,1,3,4,0,Southpaw,177.8,177.8,170,37
Amilcar Alves,Blue,8/28/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,,170,22
Greg Soto,Blue,8/28/2010,Blue,0,0.53,0,0,21,81,63,0,41,690,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,24
Thiago Alves,Blue,8/7/2010,Red,0.735351563,0.329194336,0.127929688,0.013671875,39.75634766,162.8061523,64.81005859,0.12890625,58.48681641,1075.808594,27,1,0,1,7,9,3,0,0,0,2,6,0,1,Orthodox,175.26,177.8,170,26
Junior Dos Santos,Blue,8/7/2010,Blue,0.9375,0.525625,0,0,23.4375,49.8125,25.8125,0,12.8125,246.6875,7,0,5,0,5,5,0,0,0,0,0,5,0,0,Orthodox,193.04,195.58,238,26
Phil Davis,Blue,8/7/2010,Blue,0,0.615,0.475,1,31,101.5,66,2,433,597.5,4,0,2,0,2,2,0,0,0,0,1,0,1,0,Orthodox,187.96,200.66,205,25
Rafael Dos Anjos,Blue,8/7/2010,Red,0,0.449375,0.54625,1.3125,31.6875,116.9375,62,2.75,344.625,718.6875,14,0,0,2,3,3,2,0,0,0,2,0,1,0,Southpaw,172.72,177.8,155,25
Ricardo Almeida,Blue,8/7/2010,Red,0,0.56703125,0.45921875,0.8671875,24.1640625,62.4375,42.1875,5.3046875,465.1328125,666.1015625,18,0,0,1,3,5,3,0,0,0,2,0,3,0,Orthodox,182.88,187.96,170,33
Charlie Brenneman,Blue,8/7/2010,Red,0,0.62,0.6,0,33,116,95,6,528,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,177.8,177.8,155,29
Chael Sonnen,Blue,8/7/2010,Red,0,0.5440625,0.75515625,0,48.015625,241.546875,164.390625,4.578125,601.71875,829.09375,17,0,0,1,3,4,3,0,0,0,4,0,0,0,Southpaw,185.42,185.42,205,33
Rick Story,Blue,8/7/2010,Blue,0,0.35875,0.53375,1.5,32.125,134.5,68.5,2.875,426.875,833.625,11,0,0,1,3,3,1,0,0,2,0,0,1,0,Southpaw,175.26,180.34,170,25
Tim Boetsch,Blue,8/7/2010,Blue,0.25,0.45125,0.0625,0,24.75,59.375,28.625,0.125,3.25,565.375,7,0,1,0,1,2,2,0,0,0,0,2,0,0,Orthodox,182.88,187.96,185,29
Christian Morecraft,Blue,8/7/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,198.12,205.74,260,23
Dennis Hallman,Blue,8/7/2010,Blue,0,0.306875,0.3,2,8.0625,51.0625,32.5,1.375,324.25,799.375,13,1,1,0,1,1,4,0,0,0,0,0,1,0,Orthodox,175.26,182.88,155,34
Matthew Riddle,Blue,8/1/2010,Blue,0,0.56375,0.535,0.375,43.125,152.5,111.0625,3.8125,481.25,778.25,15,0,3,0,3,4,1,0,0,0,3,0,0,0,Southpaw,185.42,193.04,170,24
Vladimir Matyushenko,Blue,8/1/2010,Red,0,0.366875,0.585,0.25,28.4375,106.4375,54.21875,2.4375,192.0625,791.4375,19,1,1,0,2,5,2,0,0,1,3,1,0,0,Orthodox,182.88,187.96,205,39
Takanori Gomi,Blue,8/1/2010,Blue,0,0.17,0,0,20,116,20,0,8,772,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,170.18,177.8,155,31
Yushin Okami,Blue,8/1/2010,Blue,0.625,0.50203125,0.04796875,0.345703125,39.75195313,105.3125,51.796875,0.10546875,174.2324219,656.6367188,28,0,4,0,4,8,2,0,0,0,4,3,0,1,Southpaw,187.96,190.5,170,29
Igor Pokrajac,Blue,8/1/2010,Blue,1,0.36,0.5,0,21,79.5,39,1.5,81,853,6,0,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,182.88,187.96,205,31
Mike Massenzio,Blue,8/1/2010,Red,0.5,0.25,0.5,1.5,1.5,11,7.5,0.5,42.5,134.5,2,0,1,0,1,1,1,0,0,0,0,0,1,0,Southpaw,187.96,185.42,185,27
Jacob Volkmann,Blue,8/1/2010,Blue,0,0.405,0.4775,0.25,19.25,100.75,63.75,2.75,392.75,735.75,7,0,0,2,1,1,2,0,0,1,0,0,0,0,Southpaw,175.26,180.34,155,29
Jake Ellenberger,Blue,8/1/2010,Blue,1.5,0.425,0.875,1.5,21.5,74.5,42.5,2.5,342,611,5,0,0,1,1,1,1,0,0,0,0,1,0,0,Orthodox,175.26,180.34,170,25
Charles Oliveira,Blue,8/1/2010,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,155,20
Steve Steinbeiss,Blue,8/1/2010,Red,0,0.36,0,0,7,26,14,0,19,236,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,190.5,190.5,185,29
Yoshihiro Akiyama,Blue,7/3/2010,Red,0,0.35,0.75,0,55,173,70,3,191,900,3,0,1,0,1,1,0,0,0,1,0,0,0,0,Orthodox,177.8,190.5,170,34
Stephan Bonnar,Blue,7/3/2010,Blue,0.00390625,0.373837891,0.202324219,0.836914063,32.02734375,119.9111328,60.56738281,1.010742188,157.5449219,729.7695313,28,1,0,1,3,5,6,0,0,0,2,1,2,0,Orthodox,193.04,200.66,205,33
Kurt Pellegrino,Blue,7/3/2010,Red,0.125,0.486757813,0.754980469,1.201171875,20.33203125,103.4589844,73.578125,1.5859375,439.8339844,653.96875,22,0,0,1,4,7,3,0,0,0,2,1,4,0,Orthodox,172.72,177.8,155,31
Matt Brown,Blue,7/3/2010,Red,0.5,0.6209375,0.078125,1.03125,20.6875,53.40625,39.5,0.09375,72.5625,519.9375,13,0,1,0,3,4,2,0,0,0,0,3,1,0,Orthodox,182.88,190.5,170,29
Shane Carwin,Blue,7/3/2010,Red,0.875,0.59875,0.0625,0,27.75,52.875,41.5,0.125,84.75,148.125,4,1,4,0,4,4,0,0,0,0,0,4,0,0,Orthodox,187.96,203.2,265,35
Ricardo Romero,Blue,7/3/2010,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,205,32
Chris Tuchscherer,Blue,7/3/2010,Red,0,0.185,0.07,0.5,12,44.5,22.5,0.5,128.5,523.5,4,0,0,1,1,1,1,0,1,0,0,0,0,0,Orthodox,187.96,193.04,258,34
Goran Reljic,Blue,7/3/2010,Red,0.5,0.46,0.5,1.5,26.5,72,39.5,0.5,96.5,697.5,5,0,1,0,1,1,1,0,0,0,0,1,0,0,Southpaw,190.5,205.74,205,26
David Branch,Blue,7/3/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,198.12,185,28
Daniel Roberts,Blue,7/3/2010,Blue,0,0.41,1,1,7,33,21,1,55,121,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,177.8,187.96,170,29
Karlos Vemola,Blue,7/3/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,185,24
Kris McCray,Blue,6/19/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,170,28
Aaron Simpson,Blue,6/19/2010,Red,0.5,0.4375,0.665,0,28.25,101,53.5,2,197,554.25,6,0,3,0,3,3,0,0,0,1,0,2,0,0,Orthodox,182.88,185.42,170,35
Rich Attonito,Blue,6/19/2010,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,33
Mark Holst,Blue,6/19/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,,155,24
Dennis Siver,Blue,6/19/2010,Blue,0.5703125,0.2153125,0.215625,0.25,33.484375,176.96875,38.8828125,1.0234375,55.0234375,664.3203125,16,0,0,1,3,4,4,0,0,0,0,3,1,0,Orthodox,167.64,177.8,145,31
Matt Hamill,Blue,6/19/2010,Blue,0.25,0.350351563,0.180429688,0,16.31640625,54.14453125,26.59375,0.34375,22.16015625,312.6679688,17,0,3,0,3,7,2,0,0,0,1,5,0,0,Orthodox,185.42,193.04,205,33
Seth Baczynski,Blue,6/19/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,170,28
Kyle Noke,Blue,6/19/2010,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,193.04,170,30
Travis Browne,Blue,6/19/2010,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,198.12,200.66,255,27
James Hammortree,Blue,6/19/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,,185,26
Evan Dunham,Blue,6/12/2010,Blue,0.5,0.345,0.625,0.75,28.75,105.25,45,1.75,128,617.75,7,0,3,0,3,3,0,0,0,1,0,1,1,0,Southpaw,177.8,177.8,155,28
Martin Kampmann,Blue,6/12/2010,Blue,0.56640625,0.401523437,0.15234375,1.41796875,15.9921875,48.51953125,25.78515625,0.65234375,131.2890625,313.5742188,14,0,4,0,4,7,2,0,0,1,1,1,4,0,Orthodox,182.88,182.88,170,28
Pat Barry,Blue,6/12/2010,Red,0.5,0.4075,0,0,16.75,39,17.75,0,44.25,289.5,4,0,1,0,1,2,1,0,0,0,0,2,0,0,Orthodox,180.34,187.96,235,30
Mario Miranda,Blue,6/12/2010,Blue,1,0.4,0,0,16,63,33,0,40,289,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,190.5,187.96,185,30
Gilbert Yvel,Blue,6/12/2010,Red,0,0.16,0,0,3,18,3,0,0,127,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,187.96,195.58,225,33
Rory MacDonald,Blue,6/12/2010,Red,0,0.42,0.66,2,8,34,23,2,170,267,1,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,182.88,193.04,170,20
Matt Wiman,Blue,6/12/2010,Blue,0.0625,0.434296875,0.412109375,0.6875,43.9765625,129.6015625,66.75,2.359375,264.6875,837.28125,18,0,0,1,4,5,3,0,0,0,2,2,1,0,Orthodox,177.8,172.72,155,26
Rich Franklin,Blue,6/12/2010,Blue,0.096801758,0.30555603,0.140168457,0.000305176,26.18441772,77.9937439,32.02026367,0.282409668,39.84628296,500.8217468,36,5,7,0,7,12,4,0,0,0,3,7,1,1,Southpaw,185.42,193.04,185,35
Peter Sobotta,Blue,6/12/2010,Red,0,0.46,0.28,0,18,40,19,2,128,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,182.88,190.5,170,23
Claude Patrick,Blue,6/12/2010,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,29
Jesse Lennox,Blue,6/12/2010,Red,0,0.245,0.5,0.5,29.5,125.5,31.5,1,65,858.5,6,0,1,0,1,1,1,0,0,0,0,0,0,1,Orthodox,175.26,182.88,170,28
Waylon Lowe,Blue,5/29/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,,145,29
Dan Miller,Blue,5/29/2010,Red,0,0.290625,0.053125,0.875,14.4375,73.5,30.375,0.375,51.5625,744.5625,11,0,3,0,3,3,2,0,0,0,1,0,2,0,Orthodox,185.42,187.96,185,28
Mike Russow,Blue,5/29/2010,Blue,0,0.58,0.72,2,21,111,87,8,684,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,185.42,185.42,255,33
Dan Lauzon,Blue,5/29/2010,Red,0.5,0.365,0.7,0,9,30,13,1.5,132.5,231.5,2,0,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,177.8,,155,22
Rogerio Nogueira,Blue,5/29/2010,Blue,1,0.5,0,0,14,30,15,0,2,116,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Southpaw,187.96,190.5,205,33
John Hathaway,Blue,5/29/2010,Blue,0,0.485,0.6925,0.75,52.25,220,155.25,4.75,566.25,744,7,0,3,0,3,3,0,0,0,0,2,1,0,0,Orthodox,185.42,190.5,170,22
Rashad Evans,Blue,5/29/2010,Blue,0.072265625,0.231279297,0.395830078,0,15.25488281,66.58789063,21.40917969,4.397460938,253.4345703,755.9765625,29,3,5,0,5,9,2,0,1,3,1,4,0,0,Orthodox,182.88,190.5,205,30
Dong Hyun Kim,Blue,5/29/2010,Blue,0,0.53625,0.63375,1.125,30.375,100.875,74.875,3.25,508.25,865.625,12,0,2,0,2,3,1,0,0,1,1,1,0,0,Southpaw,187.96,193.04,170,28
Cyrille Diabate,Blue,5/29/2010,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,198.12,205.74,205,36
Joe Brammer,Blue,5/29/2010,Red,0,0.15,0,0,3,21,5,0,5,216,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,172.72,,155,26
Ryan Jensen,Blue,5/29/2010,Blue,0,0.52875,0.375,0.8125,11.3125,29.5,17.375,0.5,73,211.1875,6,0,0,3,1,1,4,0,0,0,0,0,1,0,Orthodox,185.42,193.04,185,32
Jonathan Goulet,Blue,5/8/2010,Red,0.5,0.368828125,0.1978125,0.1328125,10.046875,29.46875,14.6640625,0.53125,45.6328125,190.2421875,13,0,1,0,2,4,4,0,1,0,0,1,1,1,Orthodox,182.88,185.42,170,30
Joe Doerksen,Blue,5/8/2010,Blue,0.125,0.55875,0.635625,2.4375,8.46875,32.96875,21.53125,1.3125,171.34375,545.3125,16,0,0,1,1,1,5,0,0,0,0,0,1,0,Orthodox,182.88,190.5,185,32
Paul Daley,Blue,5/8/2010,Red,0.5,0.41,0,0,17.5,42.5,18.5,0,1.5,147.5,2,0,2,0,2,2,0,0,0,0,0,2,0,0,Orthodox,175.26,193.04,170,27
Johny Hendricks,Blue,5/8/2010,Blue,0.5,0.525,0.25,2,28,85,60.5,3.5,300,464.5,4,0,2,0,2,2,0,0,0,0,1,1,0,0,Southpaw,175.26,175.26,185,26
Alan Belcher,Blue,5/8/2010,Blue,0.751953125,0.406367188,0.032773438,0.13671875,35.08789063,82.84765625,38.66601563,0.037109375,31.57617188,464.3613281,21,0,0,1,2,6,4,0,0,1,0,2,2,1,Orthodox,187.96,190.5,185,26
Jeremy Stephens,Blue,5/8/2010,Blue,1.078125,0.529140625,0.1640625,0.09375,24.6328125,55.90625,34.15625,0.21875,75.1171875,487.21875,19,0,0,1,2,4,4,0,0,0,1,2,0,1,Orthodox,175.26,180.34,145,23
Matt Mitrione,Blue,5/8/2010,Blue,1,0.41,0,0,14,37,17,0,63,310,2,0,1,0,1,1,0,0,0,0,0,1,0,0,Switch,190.5,208.28,265,31
Tim Hague,Blue,5/8/2010,Red,0,0.24,0.75,0.75,17,47.25,27,0.75,138,477.25,5,0,1,0,1,1,2,0,0,0,0,0,1,0,Orthodox,193.04,193.04,260,26
John Salter,Blue,5/8/2010,Blue,0,0.09,0.25,0,7,98,29,1,88,804,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,185.42,187.96,185,25
Mike Guymon,Blue,5/8/2010,Blue,0,0.33,0,0,6,26,14,0,8,267,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,35
Mauricio Rua,Blue,5/8/2010,Blue,0.5,0.5775,0.11375,0.25,57.125,114.125,67.125,0.75,150,1037.125,12,1,0,1,2,2,2,0,0,0,0,2,0,0,Orthodox,185.42,193.04,205,28
Frankie Edgar,Blue,4/10/2010,Blue,0,0.4265625,0.18890625,0.75,43.90625,120.640625,61.765625,1.9375,154.265625,660.546875,18,0,3,0,3,6,1,0,0,0,4,1,1,0,Orthodox,167.64,172.72,135,28
Demian Maia,Blue,4/10/2010,Red,0,0.30734375,0.380625,0.34375,17.09375,71.046875,39.53125,2.296875,182.6875,516.546875,12,0,5,0,5,6,1,0,0,0,1,0,5,0,Southpaw,185.42,182.88,170,32
Mark Munoz,Blue,4/10/2010,Blue,0,0.505,0.54,0.5,24.75,60.5,33.25,1,103.75,358.25,5,0,0,1,2,2,1,0,0,1,0,1,0,0,Orthodox,182.88,180.34,185,32
Rick Story,Blue,4/10/2010,Blue,0,0.2875,0.7675,2,33.25,139,54,2.75,258.75,767.25,8,0,0,1,2,2,1,0,0,1,0,0,1,0,Southpaw,175.26,180.34,170,25
Renzo Gracie,Blue,4/10/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,,185,43
