glove_red=1,avg_KD,avg_SIG_STR_landed,total_time_fought(seconds),total_rounds_fought,Weight_lbs,age,categoria_tamano,golpes_pct
1,0.1875,23.125,690.0625,11,185,29,0.98630137,1.569022366
1,0.5,47,645,5,140,25,0.956521739,1.416814251
1,0.0625,37.40625,771.125,15,155,25,0.95890411,0.948066005
1,0.125,29.25,805.625,12,145,25,0.971428571,1.30499465
1,0.3125,28.6875,568.21875,14,170,31,0.986486486,1.243469915
1,0.421875,17.6875,791.640625,19,185,26,0.972972973,1.83800485
1,0.255859375,59.9765625,1194.289063,30,170,27,1,1.171283634
1,1,47.5,469.5,4,145,30,0.98630137,1.344086022
1,0,10,425,2,125,28,1.032258065,1.01010101
1,0,51,1500,5,250,32,0.97260274,1.012306471
1,0.75,30.015625,468.171875,18,170,32,0.97260274,1.05986725
1,0.392578125,18.85308838,656.2510681,36,260,34,0.949367089,1.199154213
1,0.15637207,39.51342773,646.6124268,30,155,29,0.972222222,1.200357735
1,0,27.44921875,797.5234375,24,135,41,0.970588235,1.368495261
1,0.070465565,17.17197943,287.7313221,48,185,38,0.972972973,1.247504776
1,0.5,32.88867188,725.1855469,29,170,29,0.98630137,1.161136236
1,0.255874634,58.4858017,457.2197113,41,170,35,0.986666667,0.930105699
1,0,9,134,1,258,32,0.9875,1.018518519
1,0.3828125,28.140625,446.3125,19,155,30,1.014084507,1.305059066
1,0.15625,61.0625,794.625,18,170,28,0.986111111,1.201003459
1,0.001953125,36.3125,631.5664063,28,135,27,1.014705882,1.035220665
1,0.09916687,73.62030792,1166.957081,57,170,36,0.959459459,1.155720612
1,0.00390625,51.1484375,865.8125,26,115,29,1.016666667,1.208021804
1,0.6328125,23.9609375,454.171875,17,135,27,1.046153846,1.009795056
1,0.255130768,79.22290421,917.9102402,58,205,31,0.904761905,1.040646889
1,0.707157172,31.17119962,397.3901173,76,145,32,0.971830986,1.024843599
1,0.980957031,54.27294922,959.4785156,32,170,36,0.932432432,1.001145932
1,0.00E+00,14.625,173.953125,10,205,32,0.974025974,1.395974155
1,0,49.75,711,11,145,29,1.03125,1.35239377
1,0.000988245,30.81545322,605.3186799,73,170,37,0.972222222,1.171513871
1,0,28.5,693.5,7,125,30,0.970588235,1.957585644
1,0,22,900,3,185,21,1,1.064249113
1,0,29,565,4,115,26,0.970149254,1.046676096
1,0,53,837.5,6,145,31,0.942028986,1.077546509
1,0,25,900,3,170,34,0.960526316,1.223581758
1,0.01965332,69.85119629,881.7283936,37,230,33,0.986842105,1.015401548
1,0.5,35.5,544,4,205,26,1,1.233211233
1,0,46.15625,892.390625,21,125,35,1,1.290704773
1,0.40625,40.61132813,652.8476563,26,205,35,0.948717949,1.106930908
1,0.145629883,51.98205566,908.8530273,40,135,34,0.954545455,1.015445572
1,0.031509399,31.4629097,826.042098,41,265,31,0.988095238,0.975618133
1,0.625,43.625,778.875,10,155,32,0.985714286,1.013976122
1,0,23.5,833,6,125,23,1,1.121605667
1,0.500976563,24.99755859,442.6875,32,170,37,0.985074627,0.975549432
1,0,34,900,3,155,28,0.985714286,1.232499701
1,0.001953125,26.1171875,898.8193359,30,155,32,0.931506849,1.424895435
1,0.265625,46.265625,670.578125,17,135,29,0.941176471,1.347785784
1,0.141113281,65.47143173,856.3731766,51,145,30,0.95890411,1.03975745
1,0.1640625,51.82324219,883.8398438,27,145,28,0.959459459,1.139078161
1,0,84.00390625,884.40625,23,125,31,1,1.076988459
1,0.438476563,30.34863281,388.4628906,22,155,31,0.986842105,0.962132938
1,0.59765625,12.81640625,451.0039063,17,250,32,0.915662651,0.730146964
1,0.921875,33.9296875,316.3476563,15,170,27,0.946666667,1.061191997
1,1,78,900,3,135,24,0.95890411,1.024909185
1,0,73.875,690.59375,14,135,31,1.014925373,1.043158068
1,0,62,707,5,115,28,0.984126984,0.98062954
1,0.65625,69.171875,858.8125,21,155,35,1,1.158607434
1,0.010803223,60.51507568,900.1121216,46,145,32,0.942857143,1.242270269
1,0,11.52252197,356.8572998,36,135,34,0.985074627,0.996876568
1,0,61,740,5,145,25,0.944444444,1.241442264
1,0,31,490.5,4,125,23,0.985294118,1.318742985
1,0,17,891,3,205,22,1,1.484848485
1,1.1875,65.3125,860.6875,15,155,26,0.971830986,1.131190145
1,1,13,46,1,155,25,0.907894737,1.00619195
1,1.625,49.875,697.625,11,185,29,0.95,1.038195703
1,1,86,900,3,125,25,0.927536232,1.253192848
1,0,24,746.5,5,135,29,1,1.369644848
1,0.4453125,23.1015625,537.890625,19,135,27,0.971014493,1.084024556
1,0.000976563,32.53474383,1249.496655,78,170,41,1.013888889,1.057850911
1,0.00097847,9.866956711,233.6789818,40,155,29,0.945945946,2.100837885
1,0.250488281,50.04492188,851.081543,35,135,36,0.984848485,1.198135737
1,1,10,117,1,205,26,0.951219512,1.01010101
1,0,41,537,4,125,32,0.956521739,0.853181657
1,0.517089844,50.58935547,596.8583984,43,135,32,0.957142857,1.037906479
1,0,35.5,742,7,185,30,1,0.872835322
1,0,10,81,1,115,27,1,1.01010101
1,0.25,22.25,320.25,5,264,27,1.013513514,1.004425234
1,0.268245935,51.08490145,794.621047,58,170,35,0.985714286,1.063396931
1,0.5,48.75,854.5,9,145,23,0.958333333,1.061406599
1,0,28,499,4,125,30,1,1.203647416
1,0.19140625,44.8203125,1105.28125,26,135,31,1,1.224236243
1,0.5,23.5,471,4,155,26,0.958333333,1.15438362
1,0.15625,31.75,499.59375,15,125,33,1.015384615,0.85124276
1,0.1875,20.5625,455.9375,9,155,32,0.943661972,1.19131334
1,0.016296387,20.84887695,717.4609985,35,205,39,0.973684211,1.096976411
1,0.00201416,48.33294678,574.6349487,40,125,34,0.984615385,1.043635886
1,0.125,36.28125,670.75,20,115,24,0.984615385,1.389819572
1,0.5,73,444.5,4,135,26,1.014285714,1.120033812
1,0.003082275,59.58514404,847.2240295,39,155,32,1,1.181872709
1,0,69.390625,873.703125,19,170,30,0.986111111,1.135617824
1,0.1875,68.625,800.625,14,145,33,0.985294118,1.087396112
1,0.639648438,18.59887695,274.902832,26,145,33,1,1.049597602
1,0.510261536,99.44580841,1113.82048,55,205,31,0.904761905,1.032721429
1,0.1875,62.125,600.125,12,145,33,1,0.936852832
1,0.041748047,30.10778809,622.2967529,43,170,34,0.986666667,1.104050683
1,0,34.96875,833.875,16,145,36,0.970588235,1.352813682
1,0.671875,26.78515625,453.84375,17,205,35,0.95890411,1.101778998
1,0.000769675,34.61496319,882.1567674,56,240,39,0.974025974,1.191055632
1,0,33,438,2,140,25,0.956521739,1.000606428
1,0.268066406,39.12817383,420.9824219,26,185,34,0.911392405,0.99909934
1,0.508056819,36.01547635,747.7454458,73,155,40,0.985714286,1.373927815
1,1,42.5,728.5,5,170,31,0.973684211,1.025459689
1,0.125,59.125,754.25,11,145,32,1,1.205999709
1,0.75,14.84375,419.625,13,170,31,0.986111111,1.505325855
1,0.000000522,20.70876885,310.9954434,70,155,35,0.957746479,1.038134606
1,0,90.11230469,976.5,31,170,26,0.896103896,1.175313753
1,0.00390625,92.0234375,851.8085938,23,155,32,0.985915493,1.086287409
1,0.126434326,42.69175339,1063.046379,48,145,32,0.946666667,1.11793686
1,0.546875,30.3125,653.9375,15,135,31,0.957746479,0.993914556
1,0.25,37.4375,481.625,8,185,30,0.948051948,1.229212841
1,0,46,425,6,145,30,1.014705882,1.191525578
1,0.3125,42.74609375,883.0820313,26,185,37,1,1.23690031
1,0,30,475,4,145,27,0.943661972,0.719982277
1,0,43.75,675,7,205,31,0.986842105,0.835175633
1,0,30,413.75,5,250,39,0.9375,1.477580279
1,0.329101563,19.02685547,288.7336426,28,170,30,0.934210526,1.068506443
1,0.03125,31.0859375,829.125,24,115,30,1.015873016,1.403742895
1,0.25390625,19.44140625,655.484375,26,155,29,0.985714286,1.156288586
1,0,74.4375,878.625,20,125,30,0.984848485,1.11365951
1,0.0625,65.3125,900,15,125,29,1.014705882,1.085618098
1,0.189453125,23.09960938,543.5429688,19,205,38,0.924050633,0.885870414
1,0,39,469.5,4,145,27,0.931506849,0.644009932
1,0,76.9765625,895.9960938,25,185,30,0.973333333,1.226584393
1,0,71,900,3,135,26,1.03125,1.112061591
1,0.53125,35.5625,382.46875,11,155,33,0.932432432,1.174462208
1,0.377494812,134.2859116,867.8837357,46,145,27,1.028985507,1.02763881
1,0.0625,41.0625,757.8125,12,205,28,0.96,1.243452456
1,0.25,25.6953125,327.109375,19,170,32,0.985915493,1.075306842
1,0.277053833,16.05758667,583.8067017,43,265,44,0.972222222,1.405347686
1,0,12.6171875,727.453125,28,125,33,0.984615385,1.859984921
1,0.001586914,11.36694527,600.3717155,52,170,37,0.986666667,1.667900295
1,0.5,27.01171875,505.4570313,22,170,24,0.97260274,1.084272522
1,0.050765991,84.5667572,1092.305344,47,238,34,0.987012987,0.931345708
1,0.790374756,35.89820099,395.2813797,45,205,37,0.960526316,1.258556642
1,0.0859375,25.7578125,878.640625,26,170,34,0.97260274,1.177538464
1,0,19,420,2,125,26,0.970149254,1.541353383
1,0,64.3125,900,18,155,37,1,1.154019691
1,0.00402832,61.66589355,890.2698975,39,125,34,0.984615385,1.172541461
1,0.75,26.1875,422.875,11,185,27,0.972972973,1.069897249
1,0.125,52.125,900,15,145,29,1.028571429,1.280681764
1,0,68.5,900,9,125,29,0.930555556,1.100303532
1,0.001596451,106.9127662,1268.541744,69,155,34,0.971428571,1.046665436
1,1.5,84.04101563,785.8613281,21,135,32,1.015384615,1.152165682
1,0.511749268,97.97160339,836.4394226,40,170,34,0.986666667,0.994402441
1,1,82,689,3,135,31,1,1.060267857
1,0,77,900,3,115,29,1.015873016,1.064102564
1,1,23,300,3,170,28,1.014084507,0.74270557
1,0.118286133,11.046875,593.4505615,28,265,38,0.95,1.419784253
1,0,22,900,3,125,22,1.03030303,1.324289406
1,0,8,453,2,205,23,1.041666667,1.136363636
1,1,23.5,427.5,3,145,20,1.014925373,1.588861589
1,0.16796875,71.49609375,783.8554688,23,170,30,1.014084507,1.018619079
1,0.125,43.84375,746.3125,17,265,27,0.95,1.105709351
1,0,31,900,3,185,26,0.925925926,1.314935065
1,0,83.5,900,6,115,29,1.031746032,1.037393037
1,0,32,900,3,135,25,0.916666667,1.357570179
1,0.001953125,31.99511719,823.375,31,170,37,0.985074627,1.145982179
1,0,25.625,686.25,9,135,38,0.970588235,1.174845511
1,0.71875,20.09375,349.09375,10,205,28,0.960526316,0.828077182
1,0,40.375,803,10,125,31,1,1.149880387
1,0.000488281,17.75952148,554.4743652,28,185,33,0.935897436,1.065889429
1,0.125,63.75,881.375,12,125,28,0.970149254,1.203966006
1,0.500061035,23.60404205,480.2082405,48,170,31,0.9375,1.252770212
1,0.00402832,30.32727051,627.5631104,31,145,36,0.957746479,1.235865063
1,0.5,22.25,506,7,155,30,0.98630137,1.311006495
1,0.5,3.5,32.5,2,145,24,1,0.909681611
1,0,45,900,3,145,31,0.971428571,1.062648692
1,0.312744141,35.02685547,393.2248535,27,155,29,0.972222222,1.194276451
1,0,42,900,3,155,26,1,1.256575102
1,0.015625,22.62109375,516.8867188,20,145,33,0.986111111,0.999151
1,0,54.140625,1113.867188,26,135,30,1,1.141584581
1,0.5625,24.25,488.25,12,145,31,0.930555556,1.154892912
1,0.5,43.5,900,9,115,31,0.971014493,1.337211407
1,0.800899804,46.50549658,941.7108723,60,155,35,1,1.008247846
1,0.5,10.5,405,3,125,24,0.956521739,1.039584166
1,0,25.5,515,7,155,32,0.942857143,0.976744186
1,0,13.5,410.5,4,135,24,1.015384615,1.109877913
1,1.0625,30.890625,794.84375,21,145,26,0.985915493,1.360557555
1,0,10.5,253,2,185,28,0.986486486,1.072596468
1,0.5,15.046875,402.984375,17,185,37,0.935897436,1.489255812
1,0.500976563,33.80517578,437.3720703,34,235,39,0.986111111,1.111677165
1,0.392822266,11.87841797,230.8969727,21,185,34,0.948051948,1.22947675
1,0,67.5,837.5,6,145,29,0.957142857,1.149741824
1,0,75,900,3,135,33,0.955223881,1.152460984
1,0.013671875,28.54736328,717.265625,32,185,34,0.948717949,1.276673509
1,0,9,60,1,155,28,0.971830986,1
1,0.5,65,708.5,5,170,33,0.972972973,1.073232323
1,1,88.75,743.375,12,145,27,0.946666667,1.089035481
1,0,27.5,659.5,5,250,26,0.950617284,1.204652451
1,0,18.25,187.90625,9,205,31,0.974025974,1.095549144
1,0.039306641,58.70239258,863.4567871,34,230,33,0.986842105,1.024401075
1,2.81E-01,16.1796875,353.984375,21,170,37,0.986486486,0.933838222
1,0.0703125,13.28125,753.1835938,22,170,31,0.958333333,1.416310992
1,0.033546448,59.34589005,711.4441757,47,155,32,0.95890411,1.028740372
1,0.125,32.875,336.5,7,205,29,0.986666667,0.95317
1,0.25,26.5625,577.25,9,155,31,0.972222222,1.213293476
1,0.625,28.625,766.5,11,135,30,0.985714286,1.212742961
1,0.25,60.5,833,9,145,30,0.986111111,1.052776805
1,0,26.375,717.75,10,135,30,1,1.357053256
1,0.0078125,31.140625,724.4453125,19,155,28,1,1.189713902
1,0.5,16.5,659.5,5,245,32,0.973333333,1.334379906
1,0.015625,59.07617188,971.0263672,34,125,25,0.956521739,1.144652252
1,0.84375,26.859375,400.6953125,14,170,26,0.946666667,1.132109483
1,0.033325195,91.9465332,920.6501465,31,155,34,0.934210526,1.016380705
1,0.125732422,10.43748474,276.3735657,38,205,35,0.9375,1.187418797
1,0,50.9375,793.3125,12,115,32,1.016129032,1.013743562
1,0,26,453,2,135,23,1,1.245847176
1,0.5703125,28.41235352,868.0042725,31,260,33,0.949367089,0.975972839
1,0.005859375,108.0390625,1154.097656,29,155,30,1,1.10457088
1,0.3125,65.34375,895.625,18,155,35,1,1.267994076
1,0,42,731.875,10,135,36,1.030769231,1.134618644
1,0.12890625,23.6875,796.25,28,170,35,0.986486486,1.288833721
1,0.004894257,17.07735825,869.9671173,54,155,39,0.985714286,1.164364481
1,0.658203125,31.05371094,538.4672852,27,170,30,0.934210526,1.289318438
1,0,24.9375,811.1875,13,243,25,1,1.222853794
1,0.003913879,11.46782684,282.7159271,37,155,28,0.945945946,1.153074678
1,0,33.64453125,880.4375,25,115,33,1.015873016,1.291244527
1,1.008178711,37.30273438,737.4133301,32,205,32,0.986666667,1.088314459
1,0.007949829,38.85421753,833.4413605,42,155,40,0.985714286,1.156381085
1,0.332824707,49.4262085,575.6213379,24,205,34,0.973684211,1.062267047
1,0.021606445,77.03015137,900.2242432,43,145,31,0.942857143,1.250390948
1,0.015625,55.5703125,711.4921875,26,170,36,1,1.023120011
1,0.5,45.03125,556.34375,16,170,31,0.97260274,1.220648351
1,0.002946854,24.15198135,812.446228,54,185,37,0.935897436,0.937748941
1,0.00390625,35.234375,897.6386719,27,155,31,0.931506849,1.271299914
1,0.00153935,51.22992638,864.3135349,53,240,39,0.974025974,1.097222236
1,0.8125,71.22265625,844.6953125,24,205,35,0.948717949,1.103462869
1,0.554107666,26.11517334,901.6134033,42,265,44,0.972222222,1.262060788
1,2,25,208,1,135,25,1,1.039426523
1,0.90625,13.640625,197.90625,13,155,30,0.945205479,0.964753212
1,0,59,899,3,205,26,1,1.13102046
1,0,38.5,900,6,170,31,0.921052632,1.152832675
1,0.5,54,900,6,135,27,0.970588235,1.324597636
1,0.53125,30.53125,441.15625,14,135,29,0.941176471,2.036517191
1,0.001953125,102.8964844,944.342041,32,115,26,0.983870968,1.192235126
1,0,68.25,808,8,145,27,1,1.039488966
1,0,61.953125,688.28125,27,135,29,0.943661972,1.279360271
1,1.125,20.125,297.875,6,170,33,0.95890411,1.107852721
1,0,42.09375,891.296875,20,115,30,0.968253968,1.649763045
1,0,14,168,1,170,28,0.946666667,1.041666667
1,0.961914063,51.54589844,1359.957031,30,170,36,0.932432432,1.047131911
1,0,11,238,1,185,34,0.95890411,1.063164478
1,0.00000104,26.4175377,532.9908867,69,155,35,0.957746479,1.138418757
1,0,83,900,9,135,30,1.014705882,1.235129196
1,0.00197649,15.63090645,310.6373599,70,170,36,0.972222222,1.10396419
1,0,2,173,2,125,32,1,1.285583104
1,0,57.0078125,868.8125,20,125,31,1,1.20557868
1,1,80,528,2,135,26,1.014285714,1.117318436
1,0.250244141,36.22851563,696.3669434,35,125,34,1,1.110231802
1,0.25,41.5,1018.5,9,185,31,0.973333333,1.040429474
1,0,54.7578125,841.8320313,21,170,32,1.01369863,1.064136672
1,0.141347885,10.7039547,227.1618652,40,170,33,0.971830986,0.995315987
1,0,114,823.25,9,155,29,1.014285714,1.004805592
1,0.067092896,53.69178009,522.8883514,44,155,32,0.95890411,1.041644681
1,0.3125,58.5,702.1875,14,125,32,1.015384615,1.111469202
1,1,76.875,762,12,185,30,0.986486486,1.069712289
1,0,19.04504395,622.7145996,35,135,33,0.985074627,0.859961302
1,0.375,8.5,572.375,7,170,26,1,1.5625
1,0.4375,82.03125,598.7421875,20,155,29,0.971428571,1.084110006
1,0.665649414,29.85241699,251.2426758,21,205,34,0.973684211,1.138352939
1,1.032714844,50.23205566,728.2714844,41,125,32,0.985074627,1.322340143
1,1,43.5,809,6,145,23,0.958333333,1.074113856
1,0,12,230,1,115,26,0.970149254,1.082251082
1,0,34,900,3,135,25,0.956521739,1.066217733
1,0.032653809,76.26330566,878.0841064,45,145,34,0.971428571,1.10916929
1,0,51.08203125,671.7226563,18,135,31,1.015384615,1.015369506
1,0.064575195,68.50239563,1200.452881,64,125,31,0.954545455,1.102785632
1,0.09375,54.9375,796.7421875,21,135,25,0.971428571,1.041480324
1,0,26.5,657,5,125,26,1.015384615,1.240398293
1,0,44.75,900,12,115,28,1,1.271645022
1,0.375,33.1875,826.0625,15,155,34,0.946666667,1.020236937
1,0.001953125,122.8554688,1159.738281,37,115,30,1.015384615,1.264357414
1,1,8,42,1,155,25,0.958333333,1.053864169
1,0,1,104,2,205,31,1.014285714,1.75
1,0.5,94.984375,686.0625,17,155,34,1,1.106042466
1,0.034179688,72.17871094,934.7167969,42,135,31,0.957142857,1.039052573
1,0,3,39,1,145,27,0.931506849,1
1,0.046875,42.5078125,830.015625,18,170,28,0.98630137,1.145383365
1,0.25,26.26269531,633.4975586,33,125,29,1,1.211024658
1,0,44.2890625,860.875,22,115,32,1.015873016,1.191081192
1,0,30.625,793.0625,20,135,33,0.970588235,1.609842644
1,0,32.5,900,6,155,30,0.98630137,1.456686812
1,0.535400391,47.69824219,677.3953857,33,155,33,1,0.932203862
1,1.580749512,67.79640198,701.5627594,44,205,36,0.960526316,1.05681301
1,0.032592773,21.69775391,534.9219971,32,205,38,0.973684211,1.037280116
1,0,40,900,6,170,29,0.959459459,1.399946156
1,0,42.65625,787.21875,14,185,39,0.948051948,1.179543605
1,0.625,12.375,236.4375,11,170,31,0.986486486,1.093667882
1,1,27,900,3,155,22,0.972222222,1.270685579
1,0.0625,16.96875,577.5,16,155,34,1,1.785109983
1,0.03125,61.71875,962.28125,19,249,32,0.961538462,1.098741864
1,0,40.5,720.5,8,135,32,0.985507246,1.197539303
1,0,47,709,7,205,29,0.95,1.175757576
1,0.25,7.5,166.5,3,205,27,1,1.023942177
1,0,34.75,796.25,13,135,28,0.928571429,0.96742511
1,0.03515625,32.41796875,609.4902344,21,145,29,0.95890411,1.134345845
1,0.125244141,36.51202393,657.7813492,45,145,34,0.985915493,1.51349658
1,0.125,41.3125,803.96875,16,170,28,0.961538462,1.055926431
1,0.101531982,59.1335144,684.6106873,42,238,34,0.987012987,0.966944003
1,0.125,56.453125,802.65625,16,170,22,1.014084507,1.20103786
1,0,36.9375,767.75,13,145,36,0.970588235,1.326067709
1,0.006164551,77.17028809,794.4480591,36,155,31,1,1.13629159
1,0.646484375,22.87207031,667.8085938,26,135,34,0.971014493,1.017654002
1,0,41,900,3,155,31,1.014285714,1.542207792
1,0,2,401,2,135,23,1.015384615,1.333333333
1,0.5,42.09375,556.1484375,19,125,26,1.015151515,1.124509409
1,0,63.5,900,6,115,36,1,1.15995116
1,0,39.3125,884.78125,18,125,34,1,1.386479859
1,0.34777832,50.10302734,867.3460693,34,240,35,0.95,1.216032535
1,0.500976563,46.08984375,802.1630859,32,135,35,0.984848485,1.034371899
1,0.75,77.25,742.75,9,155,26,0.971830986,1.080072335
1,2,40,285,1,205,34,0.98630137,1.01010101
1,0.536132813,20.25634766,383.9648438,24,185,33,0.911392405,1.083259429
1,0.390625,14.265625,814.015625,13,250,31,0.915662651,0.832403022
1,0.376953125,29.00390625,468.6425781,24,155,34,1.014285714,1.006019371
1,0.00390625,11.47265625,383.6757813,20,170,30,0.973333333,1.264953603
1,0.6328125,28.86328125,392.359375,19,155,28,0.96,1.059828326
1,2,47,557,2,170,30,0.973684211,1.007718696
1,0,76.5,900,6,115,29,0.938461538,1.067138567
1,0.750030518,48.56414795,788.0898438,43,185,30,0.986486486,1.139494218
1,0.625,19,475.5,9,185,28,0.972972973,1.359727431
1,0,6,120,1,125,23,0.985294118,1.203007519
1,0,87,1200,8,125,35,0.971014493,1.257861635
1,0.282226563,48.94286346,812.7463531,48,145,30,0.95890411,1.012286007
1,0,43,900,3,145,33,1,1.200349192
1,0.5,23.875,368.25,6,185,30,0.948051948,1.062435165
1,1,14,15,1,170,28,1.014084507,1
1,0.251464844,13.87496948,378.7471313,37,205,35,0.9375,1.399761539
1,0.3359375,46.9921875,667.7109375,20,170,30,1.014084507,0.992116839
1,0.890625,35.203125,867.78125,18,135,26,0.971014493,1.053177069
1,1.601799607,33.01099317,383.4217447,55,155,35,1,1.002577215
1,0,78,900,6,125,30,1.015625,1.0769498
1,0.015625,32.67382813,794.75,28,135,30,0.931506849,0.975710461
1,0.5,30,825,8,145,27,0.985507246,1.111240626
1,0,39,676,7,170,32,0.957142857,1.114249843
1,0,32.75,900,9,115,24,0.968253968,1.142857143
1,0.5,19,900,9,125,29,0.955882353,1.789907966
1,0,26.5,572.75,5,125,28,0.971428571,1.001251564
1,0,64,900,6,125,28,0.930555556,1.018688725
1,0.0625,36.171875,758.25,21,115,29,1.015873016,1.181639846
1,0.003078699,51.45985276,828.6270697,50,240,39,0.974025974,1.147610015
1,0.008056641,26.65454102,355.1262207,28,145,36,0.957746479,1.052612345
1,0.003192902,108.8255323,1037.083488,64,155,33,0.971428571,1.001109149
1,0.236572266,15.09375,410.901123,25,265,38,0.95,1.515174891
1,0.407714844,63.47851563,1002.137207,30,185,27,0.98630137,1.013675854
1,0,0,134,1,170,39,1,inf
1,0.265625,44.5390625,1262.234375,31,135,36,0.985507246,0.955379792
1,0,23,395.5,3,205,36,0.934210526,1.043148412
1,3.53E-05,25.95910883,783.6718636,61,205,38,0.96,1.112474598
1,0,37.5,731,5,145,28,1.014492754,1.257674787
1,0.632813454,31.26087159,420.0378062,66,155,36,0.957142857,1.139205166
1,0.008056641,64.33178711,880.5397949,36,125,33,0.984615385,1.063230622
1,0.28269577,16.40790939,338.3237305,39,170,33,0.971830986,1.097547051
1,1.0625,61.0625,849.3125,13,135,28,0.941176471,1.037982733
1,0.00390625,31.30298615,611.5622559,51,145,33,1,1.205056836
1,0.078613281,67.40478516,826.9135742,31,230,32,0.986842105,1.030050802
1,0.2109375,16.88671875,232.9335938,15,250,34,1,1.482313658
1,0,72,900,3,145,28,0.957142857,1.150793651
1,0.375,28.125,365.875,7,155,31,0.943661972,1.142972455
1,0,28.5,900,6,125,25,1.016129032,1.273031826
1,0,42.5,900,9,155,28,0.95890411,1.090365945
1,0,68.78125,847.40625,16,170,29,0.986111111,1.208094522
1,0.3125,18.15625,318.3125,12,135,39,0.943661972,1.008470284
1,0.00012207,29.20808411,688.416481,47,170,30,0.9375,1.60049577
1,0.125,32.78125,689.6875,18,145,25,0.985915493,1.090368262
1,0,44,563.75,7,135,36,1.030769231,1.055801509
1,0,13.625,389.3125,7,185,31,1,1.326618975
1,0.578613281,62.36279297,1127.146973,33,170,35,0.96,1.06228656
1,0.25,29.5,850.25,9,145,24,0.971428571,1.404503228
1,0,35,900,6,170,35,1,1.472222222
1,0,35.4296875,678.5039063,21,185,40,1.028571429,1.28342581
1,0.25,28.609375,535.828125,16,170,28,0.960526316,2.007246516
1,0,2,132,1,125,23,1.031746032,1.515151515
1,0,76.953125,891.9921875,22,185,29,0.973333333,1.184906277
1,0.03125,41.46875,811.40625,14,185,34,0.922077922,1.186116805
1,0,68.25,900,9,125,24,0.984848485,1.256474333
1,0.25,18.5,755.75,8,145,26,0.985507246,1.11866969
1,0.09375,27.3515625,454.3359375,16,185,33,0.96,1.090313585
1,0,23,766,3,125,22,1,1.124338624
1,0.001953125,38.06948766,998.9933095,73,170,40,1.013888889,0.981949666
1,0.6875,39.71875,545.390625,13,170,26,0.946666667,1.105999138
1,0.25,36.25,1016.875,11,125,24,0.957142857,1.121231599
1,0,67,900,3,115,29,1.014925373,1.175501647
1,0.125,63.40625,782.375,15,155,29,0.957746479,1.089334845
1,0,53.8125,900,15,145,29,0.957142857,1.194063105
1,0,29,415,2,155,22,0.986111111,1.015406162
1,0.125,25.125,411.75,9,135,37,0.985507246,2.290051504
1,0,45,775,6,155,31,0.942857143,1.076658053
1,0.501953125,11.4765625,328.578125,17,185,38,1.013888889,1.181399408
1,0.046875,58.53125,856.7109375,17,145,29,0.985507246,0.982597477
1,0.000976563,30.51904297,823.9487305,27,185,33,0.935897436,1.420524805
1,0,70,900,3,115,25,1.015873016,1.062639821
1,0.148193359,65.12756348,915.6982422,35,135,27,0.940298507,1.052230172
1,0.053227544,22.91020203,593.0531116,38,185,41,0.972972973,1.021970271
1,0.28125,32.34375,419.46875,10,240,40,0.925,1.298105848
1,0,75.0625,892.6875,15,170,31,0.97260274,1.074979186
1,1,33.75,477.75,6,170,36,0.935064935,1.117247508
1,0.005893707,37.30396271,894.8924561,51,185,36,0.935897436,1.043874875
1,0.015625,36.8125,833.921875,18,170,27,0.986111111,1.153730976
1,0,30,900,3,185,29,1,1.138888889
1,0,47,900,3,135,27,0.970588235,1.481481481
1,0.5,37,526.5,4,264,30,0.935897436,1.1261392
1,0.031860352,44.50208902,545.9737632,80,135,36,0.970588235,1.079027798
1,0,25.09375,655.96875,16,185,36,0.935897436,1.440911518
1,0.2578125,23.375,692.5,25,170,34,0.986486486,1.277725761
1,0.252868652,34.38350677,788.0927582,43,145,32,0.946666667,1.062318509
1,0.00000209,42.83507539,885.9817735,68,155,34,0.957746479,1.215410506
1,0,34.90625,476.5625,24,135,28,0.943661972,1.481098481
1,1.5625,48.5,629.125,12,170,34,0.97260274,1.198846868
1,0,32.06835938,556.4472656,25,205,28,0.949367089,1.190402539
1,0,35.109375,865.484375,20,170,28,0.98630137,1.292806945
1,0,40.875,686.625,9,115,32,1.016129032,0.980217826
1,0.087890625,59.91464233,640.5917206,39,155,29,0.958333333,1.08410905
1,0,13.234375,554.90625,25,125,33,0.984615385,1.048666781
1,1,52,517,2,185,28,0.95,1.07924761
1,0.5625,37.640625,618.7617188,23,185,28,0.948051948,1.245129214
1,0.083496094,48.21557617,747.5935059,41,170,33,0.986666667,1.429701385
1,0,10,502,2,170,33,1.014285714,1.001001001
1,0.140931129,27.34395885,307.4626441,47,185,37,0.972972973,1.076008069
1,0.5,37.203125,661.265625,16,170,31,0.985915493,1.066713068
1,1,34,473,2,125,29,0.956521739,1.060382916
1,0,33.25,619.125,10,135,31,0.971014493,1.076134122
1,0.5,9.0625,270.5625,8,170,29,0.986666667,0.819690389
1,0.25,41.5,360.75,5,135,32,0.985074627,1.239451477
1,1,24,900,3,245,31,0.973333333,1.302083333
1,0,39.5,716,5,145,27,1,1.122334456
1,0,83.03125,795.75,18,115,32,0.984375,1.219136251
1,0,83.5,790.75,11,155,28,0.986111111,1.000845987
1,0.031265318,19.57058066,449.7281705,50,155,33,0.985915493,1.761984734
1,0.75,33.296875,432.359375,18,115,25,1,1.06112451
